stage,mean_ms,median_ms,p95_ms,fps_alone
yolov8n_detect,8.87487000291003,8.508700033416972,10.816679970594121,112.6777067914352
evidential_head_per_crop,0.6038250037818216,0.5747000104747713,0.7440350425895297,1656.1089615979654
midas_depth,16.29727749968879,16.322450013831258,17.2194200247759,61.359941868762796
occlusion_grid_given_disparity,0.6925949986907654,0.6901499873492867,0.7120700087398291,1443.8452513955951
radar_confidence,0.024287504493258893,0.024150009267032146,0.025660020764917132,41173.435511975076
ekf_tracking_step,0.13352249807212502,0.12989999959245324,0.1505999796791002,7489.37455813498
particle_filter_step_400p,0.1121799970860593,0.11940003605559468,0.14585499884560701,8914.245195004296
sensor_health_update,25.76163750345586,25.86870000232011,26.862739978241734,38.81740824378313
